utterance_id,conv_id,turn_id,intent_id,intent_confidence,sb_binary,turn_id_norm
utterance_706_3,706,3,4,0.9,0,0.13043478260869565
utterance_706_5,706,5,8,0.9,0,0.21739130434782608
utterance_706_7,706,7,0,0.9,0,0.30434782608695654
utterance_706_9,706,9,7,0.9,0,0.391304347826087
utterance_706_13,706,13,7,0.9,0,0.5652173913043478
utterance_706_15,706,15,4,0.9,1,0.6521739130434783
utterance_706_19,706,19,5,1.0,0,0.8260869565217391
utterance_706_21,706,21,6,0.9,1,0.9130434782608695
utterance_706_23,706,23,4,0.9,0,1.0
utterance_709_1,709,1,4,0.9,0,0.038461538461538464
utterance_709_4,709,4,4,0.9,1,0.15384615384615385
utterance_709_7,709,7,9,0.9,0,0.2692307692307692
utterance_709_8,709,8,4,0.9,1,0.3076923076923077
utterance_709_9,709,9,4,0.9,1,0.34615384615384615
utterance_709_12,709,12,7,0.9,1,0.46153846153846156
utterance_709_15,709,15,7,0.9,1,0.5769230769230769
utterance_709_16,709,16,8,0.9,1,0.6153846153846154
utterance_709_18,709,18,4,0.9,0,0.6923076923076923
utterance_709_22,709,22,4,0.9,1,0.8461538461538461
utterance_709_26,709,26,5,1.0,0,1.0
utterance_710_1,710,1,4,0.95,0,0.041666666666666664
utterance_710_3,710,3,7,0.9,0,0.125
utterance_710_7,710,7,7,0.9,0,0.2916666666666667
utterance_710_11,710,11,9,0.9,0,0.4583333333333333
utterance_710_14,710,14,0,0.9,0,0.5833333333333334
utterance_710_17,710,17,0,0.9,0,0.7083333333333334
utterance_710_20,710,20,9,0.9,0,0.8333333333333334
utterance_710_24,710,24,5,0.9,0,1.0
utterance_711_3,711,3,4,0.9,0,0.16666666666666666
utterance_711_5,711,5,4,0.9,1,0.2777777777777778
utterance_711_7,711,7,4,0.9,1,0.3888888888888889
utterance_711_9,711,9,9,0.9,0,0.5
utterance_711_11,711,11,9,0.9,0,0.6111111111111112
utterance_711_14,711,14,6,0.9,1,0.7777777777777778
utterance_711_15,711,15,6,0.9,1,0.8333333333333334
utterance_711_17,711,17,5,1.0,0,0.9444444444444444
utterance_711_18,711,18,5,1.0,0,1.0
utterance_713_4,713,4,7,0.9,0,0.06153846153846154
utterance_713_7,713,7,7,0.9,1,0.1076923076923077
utterance_713_10,713,10,7,0.9,1,0.15384615384615385
utterance_713_11,713,11,7,0.9,1,0.16923076923076924
utterance_713_13,713,13,7,0.9,0,0.2
utterance_713_18,713,18,7,0.9,0,0.27692307692307694
utterance_713_20,713,20,9,0.9,0,0.3076923076923077
utterance_713_23,713,23,9,0.9,1,0.35384615384615387
utterance_713_24,713,24,4,0.9,1,0.36923076923076925
utterance_713_27,713,27,7,0.9,0,0.4153846153846154
utterance_713_29,713,29,7,0.9,1,0.4461538461538462
utterance_713_31,713,31,4,0.9,1,0.47692307692307695
utterance_713_34,713,34,9,0.9,0,0.5230769230769231
utterance_713_36,713,36,9,0.9,1,0.5538461538461539
utterance_713_44,713,44,6,0.9,1,0.676923076923077
utterance_713_48,713,48,6,0.9,1,0.7384615384615385
utterance_713_54,713,54,5,0.9,0,0.8307692307692308
utterance_713_56,713,56,8,0.9,0,0.8615384615384616
utterance_713_58,713,58,8,0.8,0,0.8923076923076924
utterance_713_65,713,65,7,0.9,0,1.0
utterance_714_1,714,1,4,0.9,1,0.058823529411764705
utterance_714_3,714,3,7,0.9,0,0.17647058823529413
utterance_714_5,714,5,4,0.9,1,0.29411764705882354
utterance_714_7,714,7,7,0.9,0,0.4117647058823529
utterance_714_9,714,9,4,0.9,1,0.5294117647058824
utterance_714_11,714,11,4,0.9,1,0.6470588235294118
utterance_714_13,714,13,8,0.8,0,0.7647058823529411
utterance_714_16,714,16,4,0.9,1,0.9411764705882353
utterance_714_17,714,17,6,0.9,0,1.0
utterance_717_1,717,1,4,0.9,0,0.047619047619047616
utterance_717_3,717,3,4,0.9,0,0.14285714285714285
utterance_717_5,717,5,8,0.9,0,0.23809523809523808
utterance_717_7,717,7,8,0.9,0,0.3333333333333333
utterance_717_9,717,9,0,0.9,0,0.42857142857142855
utterance_717_11,717,11,6,0.9,0,0.5238095238095238
utterance_717_13,717,13,9,0.9,0,0.6190476190476191
utterance_717_15,717,15,1,0.9,0,0.7142857142857143
utterance_717_17,717,17,5,0.9,0,0.8095238095238095
utterance_717_21,717,21,4,0.9,0,1.0
utterance_718_1,718,1,7,0.9,0,0.02564102564102564
utterance_718_2,718,2,7,0.9,0,0.05128205128205128
utterance_718_4,718,4,7,0.9,0,0.10256410256410256
utterance_718_6,718,6,7,0.9,0,0.15384615384615385
utterance_718_8,718,8,7,0.9,1,0.20512820512820512
utterance_718_9,718,9,8,0.9,1,0.23076923076923078
utterance_718_11,718,11,9,0.9,0,0.28205128205128205
utterance_718_12,718,12,7,0.9,0,0.3076923076923077
utterance_718_14,718,14,7,0.9,0,0.358974358974359
utterance_718_18,718,18,7,0.9,1,0.46153846153846156
utterance_718_19,718,19,9,0.9,0,0.48717948717948717
utterance_718_21,718,21,9,0.9,0,0.5384615384615384
utterance_718_23,718,23,6,0.9,1,0.5897435897435898
utterance_718_24,718,24,6,0.9,0,0.6153846153846154
utterance_718_25,718,25,6,0.9,1,0.6410256410256411
utterance_718_28,718,28,9,0.9,1,0.717948717948718
utterance_718_30,718,30,8,0.9,1,0.7692307692307693
utterance_718_32,718,32,4,0.9,1,0.8205128205128205
utterance_718_34,718,34,6,0.9,0,0.8717948717948718
utterance_718_38,718,38,5,0.9,0,0.9743589743589743
utterance_718_39,718,39,5,0.9,0,1.0
utterance_719_1,719,1,4,0.9,0,0.041666666666666664
utterance_719_3,719,3,4,0.9,0,0.125
utterance_719_5,719,5,8,0.9,0,0.20833333333333334
utterance_719_7,719,7,1,0.9,0,0.2916666666666667
utterance_719_9,719,9,8,0.85,0,0.375
utterance_719_12,719,12,0,0.9,0,0.5
utterance_719_14,719,14,5,0.9,0,0.5833333333333334
utterance_719_16,719,16,6,0.9,0,0.6666666666666666
utterance_719_17,719,17,6,0.9,0,0.7083333333333334
utterance_719_19,719,19,4,0.9,0,0.7916666666666666
utterance_719_20,719,20,4,0.9,0,0.8333333333333334
utterance_719_22,719,22,8,0.9,0,0.9166666666666666
utterance_719_24,719,24,5,0.9,0,1.0
utterance_720_2,720,2,7,0.9,0,0.045454545454545456
utterance_720_3,720,3,8,0.9,1,0.06818181818181818
utterance_720_5,720,5,9,0.9,0,0.11363636363636363
utterance_720_7,720,7,7,0.9,1,0.1590909090909091
utterance_720_9,720,9,7,0.9,1,0.20454545454545456
utterance_720_10,720,10,7,0.9,1,0.22727272727272727
utterance_720_13,720,13,8,0.9,1,0.29545454545454547
utterance_720_14,720,14,9,0.9,0,0.3181818181818182
utterance_720_16,720,16,7,0.9,1,0.36363636363636365
utterance_720_18,720,18,4,0.9,0,0.4090909090909091
utterance_720_20,720,20,4,0.9,0,0.45454545454545453
utterance_720_22,720,22,4,0.9,0,0.5
utterance_720_23,720,23,8,0.9,1,0.5227272727272727
utterance_720_25,720,25,8,0.9,1,0.5681818181818182
utterance_720_27,720,27,9,0.9,1,0.6136363636363636
utterance_720_30,720,30,7,0.9,0,0.6818181818181818
utterance_720_32,720,32,4,0.9,1,0.7272727272727273
utterance_720_35,720,35,8,0.9,1,0.7954545454545454
utterance_720_39,720,39,8,0.9,1,0.8863636363636364
utterance_720_41,720,41,5,0.9,0,0.9318181818181818
utterance_720_44,720,44,9,0.8,0,1.0
utterance_721_2,721,2,4,0.9,0,0.10526315789473684
utterance_721_4,721,4,4,0.9,0,0.21052631578947367
utterance_721_6,721,6,9,0.9,1,0.3157894736842105
utterance_721_9,721,9,4,0.9,1,0.47368421052631576
utterance_721_12,721,12,7,0.9,1,0.631578947368421
utterance_721_17,721,17,4,0.9,0,0.8947368421052632
utterance_721_19,721,19,5,1.0,0,1.0
utterance_722_3,722,3,4,0.95,0,0.15
utterance_722_5,722,5,7,0.9,0,0.25
utterance_722_7,722,7,9,0.9,0,0.35
utterance_722_9,722,9,4,0.9,0,0.45
utterance_722_11,722,11,0,0.9,0,0.55
utterance_722_15,722,15,7,0.9,0,0.75
utterance_722_19,722,19,4,0.9,0,0.95
utterance_722_20,722,20,5,1.0,0,1.0
utterance_726_2,726,2,4,0.9,0,0.1
utterance_726_4,726,4,9,0.9,0,0.2
utterance_726_6,726,6,7,0.9,0,0.3
utterance_726_8,726,8,5,1.0,0,0.4
utterance_726_10,726,10,9,0.9,0,0.5
utterance_726_11,726,11,9,0.9,0,0.55
utterance_726_16,726,16,4,0.9,0,0.8
utterance_726_18,726,18,7,0.9,0,0.9
utterance_726_20,726,20,1,0.9,0,1.0
utterance_727_4,727,4,4,0.9,0,0.11764705882352941
utterance_727_5,727,5,0,0.9,0,0.14705882352941177
utterance_727_10,727,10,7,0.9,0,0.29411764705882354
utterance_727_11,727,11,7,0.9,0,0.3235294117647059
utterance_727_13,727,13,4,0.9,0,0.38235294117647056
utterance_727_19,727,19,4,0.9,0,0.5588235294117647
utterance_727_22,727,22,1,0.9,0,0.6470588235294118
utterance_727_27,727,27,8,0.9,0,0.7941176470588235
utterance_727_30,727,30,8,0.9,1,0.8823529411764706
utterance_727_34,727,34,4,0.9,0,1.0
utterance_729_1,729,1,0,0.9,0,0.02631578947368421
utterance_729_3,729,3,9,0.9,0,0.07894736842105263
utterance_729_4,729,4,8,0.8,0,0.10526315789473684
utterance_729_6,729,6,4,0.9,0,0.15789473684210525
utterance_729_8,729,8,7,0.9,0,0.21052631578947367
utterance_729_9,729,9,9,0.8,0,0.23684210526315788
utterance_729_11,729,11,7,0.9,0,0.2894736842105263
utterance_729_13,729,13,0,0.9,0,0.34210526315789475
utterance_729_16,729,16,7,0.9,0,0.42105263157894735
utterance_729_17,729,17,9,0.9,0,0.4473684210526316
utterance_729_18,729,18,4,0.9,0,0.47368421052631576
utterance_729_22,729,22,6,0.9,1,0.5789473684210527
utterance_729_24,729,24,4,0.9,0,0.631578947368421
utterance_729_28,729,28,4,0.9,0,0.7368421052631579
utterance_729_29,729,29,4,0.9,0,0.7631578947368421
utterance_729_31,729,31,9,0.9,0,0.8157894736842105
utterance_729_33,729,33,6,0.9,1,0.868421052631579
utterance_729_35,729,35,4,0.9,0,0.9210526315789473
utterance_729_37,729,37,8,0.9,1,0.9736842105263158
utterance_729_38,729,38,5,0.9,0,1.0
utterance_730_2,730,2,7,0.9,0,0.08
utterance_730_8,730,8,7,0.9,0,0.32
utterance_730_10,730,10,7,0.9,0,0.4
utterance_730_14,730,14,7,0.9,0,0.56
utterance_730_15,730,15,8,0.8,0,0.6
utterance_730_20,730,20,8,0.9,1,0.8
utterance_730_23,730,23,6,0.9,0,0.92
utterance_730_25,730,25,5,0.9,0,1.0
utterance_731_2,731,2,4,0.9,0,0.09523809523809523
utterance_731_4,731,4,4,0.9,0,0.19047619047619047
utterance_731_11,731,11,7,0.9,0,0.5238095238095238
utterance_731_13,731,13,4,0.9,0,0.6190476190476191
utterance_731_14,731,14,5,1.0,0,0.6666666666666666
utterance_731_21,731,21,5,0.9,0,1.0
utterance_733_2,733,2,10,0.9,0,0.06896551724137931
utterance_733_4,733,4,4,0.9,0,0.13793103448275862
utterance_733_6,733,6,4,0.9,0,0.20689655172413793
utterance_733_10,733,10,7,0.9,0,0.3448275862068966
utterance_733_11,733,11,7,0.9,0,0.3793103448275862
utterance_733_15,733,15,4,0.9,1,0.5172413793103449
utterance_733_19,733,19,6,0.9,0,0.6551724137931034
utterance_733_22,733,22,6,0.9,0,0.7586206896551724
utterance_733_23,733,23,6,0.9,1,0.7931034482758621
utterance_733_27,733,27,6,0.9,0,0.9310344827586207
utterance_733_28,733,28,5,0.9,0,0.9655172413793104
utterance_733_29,733,29,3,1.0,0,1.0
utterance_734_1,734,1,10,0.9,0,0.0625
utterance_734_3,734,3,9,0.9,0,0.1875
utterance_734_5,734,5,4,0.9,0,0.3125
utterance_734_7,734,7,7,0.9,1,0.4375
utterance_734_9,734,9,9,0.9,1,0.5625
utterance_734_12,734,12,5,0.9,0,0.75
utterance_734_14,734,14,3,0.9,0,0.875
utterance_734_16,734,16,3,0.9,0,1.0
utterance_735_2,735,2,4,0.9,1,0.1
utterance_735_4,735,4,8,0.9,1,0.2
utterance_735_7,735,7,8,0.9,0,0.35
utterance_735_10,735,10,8,0.9,1,0.5
utterance_735_12,735,12,8,0.9,1,0.6
utterance_735_14,735,14,4,0.9,1,0.7
utterance_735_16,735,16,8,0.9,1,0.8
utterance_735_18,735,18,4,0.9,0,0.9
utterance_735_20,735,20,6,0.9,1,1.0
utterance_736_2,736,2,4,0.9,0,0.06451612903225806
utterance_736_5,736,5,9,0.9,0,0.16129032258064516
utterance_736_6,736,6,7,0.9,0,0.1935483870967742
utterance_736_9,736,9,4,0.9,0,0.2903225806451613
utterance_736_10,736,10,8,0.9,0,0.3225806451612903
utterance_736_12,736,12,4,0.9,0,0.3870967741935484
utterance_736_14,736,14,9,0.9,0,0.45161290322580644
utterance_736_16,736,16,6,0.9,0,0.5161290322580645
utterance_736_19,736,19,6,0.9,0,0.6129032258064516
utterance_736_22,736,22,6,0.9,1,0.7096774193548387
utterance_736_23,736,23,4,0.9,1,0.7419354838709677
utterance_736_26,736,26,5,0.9,0,0.8387096774193549
utterance_736_27,736,27,4,0.9,0,0.8709677419354839
utterance_736_30,736,30,5,1.0,0,0.967741935483871
utterance_736_31,736,31,5,1.0,0,1.0
utterance_737_2,737,2,4,0.9,0,0.08333333333333333
utterance_737_6,737,6,4,0.9,1,0.25
utterance_737_10,737,10,0,0.9,0,0.4166666666666667
utterance_737_13,737,13,8,0.9,1,0.5416666666666666
utterance_737_15,737,15,0,0.9,0,0.625
utterance_737_18,737,18,2,0.9,0,0.75
utterance_737_20,737,20,0,0.9,0,0.8333333333333334
utterance_737_24,737,24,5,0.9,0,1.0
utterance_739_4,739,4,4,0.9,0,0.11764705882352941
utterance_739_5,739,5,9,0.9,1,0.14705882352941177
utterance_739_6,739,6,4,0.9,1,0.17647058823529413
utterance_739_9,739,9,4,0.9,0,0.2647058823529412
utterance_739_10,739,10,9,0.9,0,0.29411764705882354
utterance_739_17,739,17,8,0.9,1,0.5
utterance_739_18,739,18,8,0.9,1,0.5294117647058824
utterance_739_19,739,19,6,0.9,1,0.5588235294117647
utterance_739_20,739,20,7,0.9,1,0.5882352941176471
utterance_739_23,739,23,6,0.9,0,0.6764705882352942
utterance_739_25,739,25,6,0.8,0,0.7352941176470589
utterance_739_27,739,27,6,0.9,0,0.7941176470588235
utterance_739_29,739,29,1,0.9,0,0.8529411764705882
utterance_739_33,739,33,5,0.9,0,0.9705882352941176
utterance_739_34,739,34,5,0.9,1,1.0
utterance_741_1,741,1,4,0.9,0,0.05263157894736842
utterance_741_3,741,3,7,0.9,0,0.15789473684210525
utterance_741_6,741,6,9,0.9,0,0.3157894736842105
utterance_741_8,741,8,7,0.9,0,0.42105263157894735
utterance_741_9,741,9,4,0.9,0,0.47368421052631576
utterance_741_11,741,11,4,0.9,0,0.5789473684210527
utterance_741_13,741,13,6,0.9,0,0.6842105263157895
utterance_741_14,741,14,4,0.9,1,0.7368421052631579
utterance_741_18,741,18,1,0.9,0,0.9473684210526315
utterance_741_19,741,19,4,0.9,1,1.0
utterance_742_2,742,2,4,0.9,0,0.07142857142857142
utterance_742_6,742,6,4,0.9,0,0.21428571428571427
utterance_742_10,742,10,8,0.8,0,0.35714285714285715
utterance_742_15,742,15,4,0.9,0,0.5357142857142857
utterance_742_16,742,16,4,0.9,0,0.5714285714285714
utterance_742_21,742,21,4,0.9,0,0.75
utterance_742_25,742,25,6,0.9,1,0.8928571428571429
utterance_742_28,742,28,3,0.9,0,1.0
utterance_744_1,744,1,4,0.95,0,0.043478260869565216
utterance_744_4,744,4,4,0.9,1,0.17391304347826086
utterance_744_5,744,5,0,0.9,0,0.21739130434782608
utterance_744_8,744,8,4,0.9,0,0.34782608695652173
utterance_744_10,744,10,9,0.9,0,0.43478260869565216
utterance_744_11,744,11,4,0.9,1,0.4782608695652174
utterance_744_13,744,13,8,0.9,0,0.5652173913043478
utterance_744_15,744,15,8,0.8,0,0.6521739130434783
utterance_744_17,744,17,4,0.9,0,0.7391304347826086
utterance_744_18,744,18,1,0.9,0,0.782608695652174
utterance_744_20,744,20,6,0.9,0,0.8695652173913043
utterance_744_23,744,23,5,0.9,0,1.0
utterance_745_0,745,0,4,0.9,0,0.0
utterance_745_2,745,2,9,0.9,0,0.125
utterance_745_4,745,4,8,0.9,0,0.25
utterance_745_6,745,6,0,0.9,0,0.375
utterance_745_8,745,8,6,0.9,1,0.5
utterance_745_10,745,10,8,0.9,0,0.625
utterance_745_12,745,12,0,0.9,0,0.75
utterance_745_14,745,14,9,0.9,0,0.875
utterance_745_16,745,16,5,0.9,0,1.0
utterance_748_2,748,2,4,0.9,0,0.1111111111111111
utterance_748_4,748,4,9,0.9,0,0.2222222222222222
utterance_748_6,748,6,9,0.9,0,0.3333333333333333
utterance_748_8,748,8,7,0.9,0,0.4444444444444444
utterance_748_10,748,10,4,0.8,0,0.5555555555555556
utterance_748_12,748,12,9,0.9,0,0.6666666666666666
utterance_748_14,748,14,6,0.9,0,0.7777777777777778
utterance_748_16,748,16,9,0.9,0,0.8888888888888888
utterance_748_18,748,18,9,0.9,0,1.0
utterance_749_1,749,1,9,0.9,0,0.058823529411764705
utterance_749_3,749,3,9,0.9,1,0.17647058823529413
utterance_749_5,749,5,8,0.9,1,0.29411764705882354
utterance_749_9,749,9,2,0.9,0,0.5294117647058824
utterance_749_11,749,11,6,0.9,0,0.6470588235294118
utterance_749_13,749,13,0,0.9,0,0.7647058823529411
utterance_749_15,749,15,9,0.9,1,0.8823529411764706
utterance_749_17,749,17,5,1.0,0,1.0
utterance_750_1,750,1,4,0.9,1,0.043478260869565216
utterance_750_3,750,3,8,0.9,0,0.13043478260869565
utterance_750_5,750,5,7,0.9,0,0.21739130434782608
utterance_750_8,750,8,6,0.9,0,0.34782608695652173
utterance_750_9,750,9,9,0.9,0,0.391304347826087
utterance_750_12,750,12,8,0.9,1,0.5217391304347826
utterance_750_15,750,15,6,0.9,0,0.6521739130434783
utterance_750_18,750,18,6,0.9,1,0.782608695652174
utterance_750_21,750,21,6,0.9,0,0.9130434782608695
utterance_750_23,750,23,4,0.9,0,1.0
utterance_751_2,751,2,4,0.8,0,0.125
utterance_751_3,751,3,10,0.8,0,0.1875
utterance_751_5,751,5,9,0.9,1,0.3125
utterance_751_7,751,7,9,0.9,1,0.4375
utterance_751_8,751,8,7,0.9,1,0.5
utterance_751_10,751,10,9,0.9,0,0.625
utterance_751_11,751,11,7,0.9,0,0.6875
utterance_751_13,751,13,9,0.9,0,0.8125
utterance_751_15,751,15,7,0.9,1,0.9375
utterance_751_16,751,16,7,0.9,1,1.0
utterance_752_0,752,0,0,1.0,0,0.0
utterance_752_1,752,1,9,0.9,0,0.034482758620689655
utterance_752_2,752,2,4,0.9,0,0.06896551724137931
utterance_752_3,752,3,0,0.9,0,0.10344827586206896
utterance_752_6,752,6,9,0.9,0,0.20689655172413793
utterance_752_7,752,7,9,0.9,0,0.2413793103448276
utterance_752_11,752,11,6,0.9,0,0.3793103448275862
utterance_752_12,752,12,7,0.9,0,0.41379310344827586
utterance_752_15,752,15,1,0.9,0,0.5172413793103449
utterance_752_18,752,18,9,0.9,0,0.6206896551724138
utterance_752_19,752,19,9,0.9,0,0.6551724137931034
utterance_752_21,752,21,6,0.9,0,0.7241379310344828
utterance_752_22,752,22,6,0.9,1,0.7586206896551724
utterance_752_24,752,24,9,0.9,0,0.8275862068965517
utterance_752_26,752,26,5,0.9,0,0.896551724137931
utterance_752_27,752,27,0,0.9,0,0.9310344827586207
utterance_752_29,752,29,5,1.0,0,1.0
utterance_754_2,754,2,4,0.9,0,0.09523809523809523
utterance_754_4,754,4,9,0.9,1,0.19047619047619047
utterance_754_7,754,7,7,0.9,0,0.3333333333333333
utterance_754_8,754,8,4,0.9,1,0.38095238095238093
utterance_754_13,754,13,7,0.9,0,0.6190476190476191
utterance_754_14,754,14,8,0.9,1,0.6666666666666666
utterance_754_16,754,16,7,0.9,1,0.7619047619047619
utterance_754_18,754,18,4,0.9,0,0.8571428571428571
utterance_754_19,754,19,4,0.9,1,0.9047619047619048
utterance_754_21,754,21,8,0.9,1,1.0
utterance_755_3,755,3,7,0.9,0,0.13636363636363635
utterance_755_5,755,5,7,0.9,0,0.22727272727272727
utterance_755_9,755,9,4,0.9,0,0.4090909090909091
utterance_755_11,755,11,4,0.9,1,0.5
utterance_755_14,755,14,7,0.9,0,0.6363636363636364
utterance_755_16,755,16,7,0.9,0,0.7272727272727273
utterance_755_18,755,18,8,0.9,0,0.8181818181818182
utterance_755_22,755,22,8,0.9,1,1.0
utterance_756_1,756,1,4,0.9,0,0.047619047619047616
utterance_756_5,756,5,4,0.9,0,0.23809523809523808
utterance_756_9,756,9,7,0.9,0,0.42857142857142855
utterance_756_11,756,11,4,0.9,0,0.5238095238095238
utterance_756_15,756,15,4,0.9,0,0.7142857142857143
utterance_756_16,756,16,5,0.9,0,0.7619047619047619
utterance_756_19,756,19,8,0.9,1,0.9047619047619048
utterance_756_21,756,21,5,1.0,0,1.0
utterance_758_1,758,1,10,0.9,0,0.04
utterance_758_3,758,3,4,0.95,0,0.12
utterance_758_5,758,5,4,0.9,0,0.2
utterance_758_6,758,6,4,0.9,1,0.24
utterance_758_8,758,8,4,0.9,1,0.32
utterance_758_9,758,9,4,0.9,1,0.36
utterance_758_11,758,11,7,0.9,1,0.44
utterance_758_13,758,13,9,0.9,0,0.52
utterance_758_14,758,14,9,0.9,0,0.56
utterance_758_17,758,17,7,0.9,1,0.68
utterance_758_18,758,18,9,0.9,1,0.72
utterance_758_20,758,20,3,0.9,0,0.8
utterance_758_21,758,21,6,0.9,0,0.84
utterance_758_23,758,23,0,0.9,0,0.92
utterance_758_25,758,25,3,0.9,0,1.0
utterance_759_1,759,1,4,0.9,0,0.05
utterance_759_3,759,3,4,0.9,0,0.15
utterance_759_6,759,6,4,0.9,0,0.3
utterance_759_8,759,8,4,0.9,1,0.4
utterance_759_11,759,11,5,0.9,0,0.55
utterance_759_13,759,13,5,1.0,0,0.65
utterance_759_16,759,16,2,0.9,0,0.8
utterance_759_18,759,18,3,0.9,0,0.9
utterance_759_20,759,20,3,0.9,0,1.0
utterance_761_2,761,2,4,0.9,0,0.10526315789473684
utterance_761_4,761,4,7,0.9,0,0.21052631578947367
utterance_761_6,761,6,4,0.9,0,0.3157894736842105
utterance_761_8,761,8,4,0.9,1,0.42105263157894735
utterance_761_11,761,11,4,0.9,0,0.5789473684210527
utterance_761_13,761,13,5,0.9,0,0.6842105263157895
utterance_761_16,761,16,5,1.0,0,0.8421052631578947
utterance_761_19,761,19,5,1.0,0,1.0
utterance_763_2,763,2,2,0.9,0,0.08333333333333333
utterance_763_5,763,5,7,0.9,0,0.20833333333333334
utterance_763_6,763,6,8,0.9,0,0.25
utterance_763_8,763,8,7,0.9,0,0.3333333333333333
utterance_763_12,763,12,7,0.9,0,0.5
utterance_763_15,763,15,4,0.9,1,0.625
utterance_763_17,763,17,5,0.9,0,0.7083333333333334
utterance_763_20,763,20,8,0.9,1,0.8333333333333334
utterance_763_22,763,22,5,0.9,0,0.9166666666666666
utterance_763_24,763,24,5,0.9,0,1.0
utterance_764_3,764,3,4,0.9,0,0.06818181818181818
utterance_764_4,764,4,0,1.0,0,0.09090909090909091
utterance_764_6,764,6,7,0.9,0,0.13636363636363635
utterance_764_7,764,7,6,0.8,1,0.1590909090909091
utterance_764_8,764,8,6,0.8,1,0.18181818181818182
utterance_764_11,764,11,10,0.8,0,0.25
utterance_764_12,764,12,7,0.9,0,0.2727272727272727
utterance_764_13,764,13,7,0.9,0,0.29545454545454547
utterance_764_15,764,15,9,0.9,0,0.3409090909090909
utterance_764_19,764,19,4,0.9,0,0.4318181818181818
utterance_764_35,764,35,6,0.9,1,0.7954545454545454
utterance_764_36,764,36,1,0.9,0,0.8181818181818182
utterance_764_39,764,39,10,0.9,0,0.8863636363636364
utterance_764_43,764,43,5,1.0,0,0.9772727272727273
utterance_764_44,764,44,4,0.9,1,1.0
utterance_765_1,765,1,8,0.85,0,0.02631578947368421
utterance_765_2,765,2,9,0.9,0,0.05263157894736842
utterance_765_3,765,3,4,0.9,0,0.07894736842105263
utterance_765_5,765,5,7,0.9,0,0.13157894736842105
utterance_765_10,765,10,9,0.9,0,0.2631578947368421
utterance_765_11,765,11,7,0.9,0,0.2894736842105263
utterance_765_12,765,12,7,0.9,0,0.3157894736842105
utterance_765_16,765,16,4,0.9,0,0.42105263157894735
utterance_765_17,765,17,7,0.9,0,0.4473684210526316
utterance_765_19,765,19,4,0.9,0,0.5
utterance_765_23,765,23,7,0.9,0,0.6052631578947368
utterance_765_26,765,26,6,0.9,1,0.6842105263157895
utterance_765_28,765,28,4,0.9,0,0.7368421052631579
utterance_765_33,765,33,9,0.9,0,0.868421052631579
utterance_765_34,765,34,4,0.9,0,0.8947368421052632
utterance_765_36,765,36,5,0.9,1,0.9473684210526315
utterance_765_38,765,38,9,0.9,0,1.0
utterance_766_1,766,1,7,0.9,0,0.011235955056179775
utterance_766_4,766,4,7,0.9,0,0.0449438202247191
utterance_766_5,766,5,6,0.9,0,0.056179775280898875
utterance_766_12,766,12,7,0.9,0,0.1348314606741573
utterance_766_15,766,15,7,0.9,0,0.16853932584269662
utterance_766_17,766,17,9,0.9,1,0.19101123595505617
utterance_766_20,766,20,2,0.9,0,0.2247191011235955
utterance_766_24,766,24,6,0.9,0,0.2696629213483146
utterance_766_27,766,27,4,0.9,0,0.30337078651685395
utterance_766_34,766,34,4,0.9,0,0.38202247191011235
utterance_766_36,766,36,1,0.9,1,0.4044943820224719
utterance_766_43,766,43,9,0.9,0,0.48314606741573035
utterance_766_49,766,49,9,0.9,0,0.550561797752809
utterance_766_51,766,51,9,0.9,1,0.5730337078651685
utterance_766_55,766,55,4,0.9,0,0.6179775280898876
utterance_766_58,766,58,9,0.9,0,0.651685393258427
utterance_766_62,766,62,9,0.9,0,0.6966292134831461
utterance_766_64,766,64,7,0.9,0,0.7191011235955056
utterance_766_79,766,79,4,0.9,1,0.8876404494382022
utterance_766_81,766,81,4,0.9,1,0.9101123595505618
utterance_766_82,766,82,9,0.9,0,0.9213483146067416
utterance_766_86,766,86,7,0.9,0,0.9662921348314607
utterance_766_89,766,89,7,0.9,0,1.0
utterance_767_0,767,0,4,0.95,0,0.0
utterance_767_2,767,2,7,0.9,0,0.06666666666666667
utterance_767_4,767,4,4,0.9,0,0.13333333333333333
utterance_767_7,767,7,4,0.9,0,0.23333333333333334
utterance_767_9,767,9,8,0.8,0,0.3
utterance_767_10,767,10,9,0.9,0,0.3333333333333333
utterance_767_12,767,12,9,0.9,0,0.4
utterance_767_13,767,13,7,0.9,0,0.43333333333333335
utterance_767_18,767,18,8,0.8,0,0.6
utterance_767_22,767,22,4,0.9,0,0.7333333333333333
utterance_767_24,767,24,4,0.9,1,0.8
utterance_767_25,767,25,5,0.9,0,0.8333333333333334
utterance_767_28,767,28,1,0.9,1,0.9333333333333333
utterance_767_30,767,30,5,1.0,0,1.0
utterance_768_0,768,0,10,0.9,0,0.0
utterance_768_1,768,1,10,0.7,0,0.02631578947368421
utterance_768_3,768,3,4,0.9,0,0.07894736842105263
utterance_768_4,768,4,10,0.9,0,0.10526315789473684
utterance_768_7,768,7,4,0.9,0,0.18421052631578946
utterance_768_8,768,8,4,0.9,0,0.21052631578947367
utterance_768_9,768,9,4,0.9,0,0.23684210526315788
utterance_768_11,768,11,9,0.9,0,0.2894736842105263
utterance_768_15,768,15,7,0.9,1,0.39473684210526316
utterance_768_16,768,16,8,0.9,0,0.42105263157894735
